id, masv_tham so dau, masv, namsinh, gioitinh, noisinh, lopsh, khoa, hedt, khoahoc, chuyennganh2, tinhtrang, diachi_tinhtp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16156, '18,1B592DC9XPvAibaEXe/YoO1jzW8XOaxAuLuh9M4G, '2000',1, 'L‚m ?ìng', 'KHCL2018.2', 'KHMT', 'CLC',13, 'D480101',1, 'Tânh ??k L?k',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16157, '18,3127BDDFXPvAibaEXe/YoO1jzW8XOconbdBFszfl, '2000',1, 'Kh·nh HÚa', 'KHMT2018', 'KHMT', 'CQUI',13, 'D480101',1, 'Th‡nh phë Nha Trang',th√†nh ph·ªë Nha Trang,t·ªânh Kh√°nh H√≤a',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16158, '18,A570D9F0XPvAibaEXe/YoO1jzW8XOaUSdZr2zQzj, '2000',1, '??k L?k', 'CNTT2018', 'KTTT', 'CQUI',13, 'D480201',1, 'Tânh ??k L?k',huy·ªán Ea H\'leo, t·ªânh ƒê·∫Øk L·∫Øk ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16159, '18,FFA22E46XPvAibaEXe/YoO1jzW8XOcCY6/7QZ345, '2000',1, 'Th‡nh phë Hì ChÌ Minh', 'MTCL2018.2', 'KTMT', 'CLC',13, 'D520214',1, 'Ph??ng BÏnh An', T·ªânh B√¨nh D∆∞∆°ng',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16160, '18,0BC71571XPvAibaEXe/YoO1jzW8XOYK8vagwhCYC, '2000',1, 'Th‡nh phë Hì ChÌ Minh', 'MTCL2018.2', 'KTMT', 'CLC',13, 'D520214',1, 'Th‡nh phë Hì ChÌ Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16162, '18,67FF861CXPvAibaEXe/YoO1jzW8XOW6GH6uSjsrJ, '2000',1, 'Th‡nh phë Hì ChÌ Minh', 'KHCL2018.2', 'KHMT', 'CLC',13, 'D480101',1, 'Th‡nh phë Hì ChÌ Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16163, '18,AD300535XPvAibaEXe/YoO1jzW8XOSRCgwsExtZp, '2000',0, '??k L?k', 'HTTT2018', 'HTTT', 'CQUI',13, 'D480104',1, 'Tânh ??k L?k',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16164, '18,046F0585XPvAibaEXe/YoO1jzW8XOUKj7DUnzU20, '2000',1, 'KiÍn Giang', 'CNCL2018.2', 'KTTT', 'CLC',13, '7480201_CLCN',1, 'Tânh KiÍn Giang',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16165, '18,681CF26AXPvAibaEXe/YoO1jzW8XOdLdWOKfd5Pi, '2000',1, 'Th‡nh phë Hì ChÌ Minh', 'HTTT2018', 'HTTT', 'CQUI',13, 'D480104',1, 'Qu?n 12',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16166, '18,CB10F0B6XPvAibaEXe/YoO1jzW8XOTI3iEMmicfE, '1999',1, 'BÏnh Ph?õc', 'CNCL2018.2', 'KTTT', 'CLC',13, '7480201_CLCN',1, 'Tânh BÏnh Ph?õc',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16167, '18,238887B1XPvAibaEXe/YoO1jzW8XOQuufm/PSLMF, '2000',1, '?ìng Th·p', 'ATCL2018.2', 'MMT&TT', 'CLC',13, 'D480299',1, 'Th‡nh phë Cao L„nh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16168, '18,DBB7237BXPvAibaEXe/YoO1jzW8XOQFWAhx9sxJ/, '2000',1, 'B?n Tre', 'ATCL2018.2', 'MMT&TT', 'CLC',13, 'D480299',1, 'Tânh B?n Tre',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16169, '18,57218FADXPvAibaEXe/YoO1jzW8XObw3h0TE2y42, '2000',1, 'Kon Tum', 'KTMT2018', 'KTMT', 'CQUI',13, 'D520214',1, 'Huyán Tr?ng Bom',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16170, '18,44190199XPvAibaEXe/YoO1jzW8XOXPLt25IF2Yr, '2000',1, '?ìng Nai', 'KHDL2018', 'KTTT', 'CQUI',13, '7480109',1, 'Th‡nh phë BiÍn Ho‡',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16171, '18,59F49064XPvAibaEXe/YoO1jzW8XOY+YnP7cDhHX, '2000',1, 'Th‡nh phë Hì ChÌ Minh', 'MTCL2018.2', 'KTMT', 'CLC',13, 'D520214',1, 'Tânh Long An',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16172, '18,1A7FC38BXPvAibaEXe/YoO1jzW8XOSN4lxGRyB+/, '2000',1, 'BÏnh ?ãnh', 'KTMT2018', 'KTMT', 'CQUI',13, 'D520214',1, 'Tânh BÏnh ?ãnh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16174, '18,19BC51BCXPvAibaEXe/YoO1jzW8XObvm/kq3uEiy, '2000',1, 'Qu?ng Ng„i', 'HTTT2018', 'HTTT', 'CQUI',13, 'D480104',1, 'Tânh Qu?ng Ng„i',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16175, '18,5BB6FA59XPvAibaEXe/YoO1jzW8XOXqyiSk1u1te, '2000',1, 'Kh·nh HÚa', 'MMCL2018.2', 'MMT&TT', 'CLC',13, '7480102',5, 'Tânh Kh·nh HÚa',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16176, '18,00F64CB4XPvAibaEXe/YoO1jzW8XOaNDonS4qvq8, '2000',1, 'BÏnh ?ãnh', 'KHTN2018', 'KHMT', 'CNTN',13, 'D480101',1, 'Tânh BÏnh ?ãnh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16177, '18,BD0BE9D9XPvAibaEXe/YoO1jzW8XOdrnMCSa/Fko, '2000',1, '??k L?k', 'KHCL2018.2', 'KHMT', 'CLC',13, 'D480101',5, 'Tânh ??k L?k',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16178, '18,C2B020EDXPvAibaEXe/YoO1jzW8XOSoi9U7Fe9cN, '2000',1, 'BÏnh Ph?õc ', 'ATTN2018', 'MMT&TT', 'KSTN',13, 'D480299',1, 'Thã x„ ?ìng Xo‡i',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16179, '18,D441A088XPvAibaEXe/YoO1jzW8XObZZ0mu4RRtm, '2000',1, 'Th‡nh phë Hì ChÌ Minh', 'ATCL2018.2', 'MMT&TT', 'CLC',13, 'D480299',5, 'Tânh L‚m ?ìng',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16180, '18,687F45BAXPvAibaEXe/YoO1jzW8XOUxPkNjBcA1K, '2000',1, 'B‡ Rãa - V?ng T‡u', 'MMCL2018.2', 'MMT&TT', 'CLC',13, '7480102',5, 'X„ BÏnh Gi„',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16181, '18,1A077911XPvAibaEXe/YoO1jzW8XOXz/k9WSH7QD, '2000',1, 'BÏnh Ph?õc', 'KTMT2018', 'KTMT', 'CQUI',13, 'D520214',1, 'Tânh BÏnh Ph?õc',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16182, '18,F7657BE3XPvAibaEXe/YoO1jzW8XOc9nN35RaxtX, '2000',1, 'Qu?ng Ng„i', 'MMCL2018.2', 'MMT&TT', 'CLC',13, '7480102',4, 'Tânh Qu?ng Ng„i',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16183, '18,61B2FD61XPvAibaEXe/YoO1jzW8XOclif1DDLpSx, '2000',1, 'Th‡nh phë Hì ChÌ Minh', 'CNCL2018.2', 'KTTT', 'CLC',13, '7480201_CLCN',5, 'Th‡nh phë Hì ChÌ Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16184, '18,31AE0D59XPvAibaEXe/YoO1jzW8XOWvIu75T14+a, '2000',1, 'Qu?ng Trã', 'KHDL2018', 'KTTT', 'CQUI',13, '7480109',1, 'Tânh Qu?ng Trã',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16185, '18,304E826FXPvAibaEXe/YoO1jzW8XOTYcG580GK8T, '2000',1, 'BÏnh Ph?õc', 'MTCL2018.3', 'KTMT', 'CLC',13, 'D520214',1, 'Huyán B˘ Gia M?p', th√¥n B√π Xia, x√£ ƒêƒÉk ∆†,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16186, '18,8200BABFXPvAibaEXe/YoO1jzW8XOUr7hFmTVDVW, '2000',1, 'Qu?ng Trã', 'MMTT2018', 'MMT&TT', 'CQUI',13, '7480102',1, 'Tânh Qu?ng Trã', t·ªânh Qu·∫£ng Tr·ªã.',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16187, '18,F44BDA0AXPvAibaEXe/YoO1jzW8XOUDJc4RDak+v, '2000',1, 'Th‡nh phë Hì ChÌ Minh', 'PMCL2018.2', 'CNPM', 'CLC',13, 'D480103',1, 'Qu?n Th? ??c', Tp.H·ªì Ch√≠ Minh\r\n',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16189, '18,4485801FXPvAibaEXe/YoO1jzW8XOU5crpIBeV32, '2000',1, 'L‚m ?ìng', 'MMCL2018.1', 'MMT&TT', 'CLC',13, '7480102',1, 'Tânh L‚m ?ìng',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16190, '18,FB181B4CXPvAibaEXe/YoO1jzW8XOZ7LEh51gTCU, '2000',1, '?ìng Nai', 'PMCL2018.2', 'CNPM', 'CLC',13, 'D480103',1, 'Th‡nh phë BiÍn Ho‡',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16191, '18,9616FCDCXPvAibaEXe/YoO1jzW8XOQs+enbMrVz3, '2000',1, 'Qu?ng Ng„i', 'KTMT2018', 'KTMT', 'CQUI',13, 'D520214',1, 'Tânh Qu?ng Ng„i',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16192, '18,4808C5B9XPvAibaEXe/YoO1jzW8XOVy73vgA/Afv, '2000',0, 'Qu?ng Ng„i', 'MMTT2018', 'MMT&TT', 'CQUI',13, '7480102',1, 'Th‡nh phë Hì ChÌ Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16193, '18,DE657AC8XPvAibaEXe/YoO1jzW8XObOwjKGhQndw, '2000',0, 'Gia Lai', 'HTTT2018', 'HTTT', 'CQUI',13, 'D480104',1, 'Tânh Gia Lai',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16194, '18,C20D60D3XPvAibaEXe/YoO1jzW8XOeBQ1YkYibKs, '2000',0, 'L‚m ?ìng', 'TMƒêT2018', 'HTTT', 'CQUI',13, 'D52480104',1, 'X„ Xu‚n ?Ùng',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16196, '18,2393A158XPvAibaEXe/YoO1jzW8XOaQ0zcXl9Pl/, '2000',0, 'BÏnh Thu?n', 'HTTT2018', 'HTTT', 'CQUI',13, 'D480104',1, 'X„ ?Ùng H‡',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16197, '18,5F459FC0XPvAibaEXe/YoO1jzW8XOT7Sh3g2yZxM, '2000',0, 'Ti?n Giang', 'TMƒêT2018', 'HTTT', 'CQUI',13, 'D52480104',1, 'Tânh Ti?n Giang',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16198, '18,A62A561AXPvAibaEXe/YoO1jzW8XOfGnxx6w1pwS, '2000',1, '?ìng Th·p', 'KHCL2018.2', 'KHMT', 'CLC',13, 'D480101',1, 'Huyán T‚n Hìng', 'Gi√°o vi√™n tr∆∞·ªùng Ti·ªÉu h·ªçc T√¢n Th√†nh B1, huy·ªán T√¢n H·ªìng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16199, '18,7ECB847CXPvAibaEXe/YoO1jzW8XOTiRqiMUoGkp, '2000',1, 'B‡ Rãa - V?ng T‡u', 'ATTT2018', 'MMT&TT', 'CQUI',13, 'D480299',1, 'Tânh B‡ Rãa - V?ng T‡u',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16200, '18,A0457EB5XPvAibaEXe/YoO1jzW8XOU3/k5fV2FQm, '2000',0, 'BÏnh ?ãnh', 'MMCL2018.2', 'MMT&TT', 'CLC',13, '7480102',5, 'Tânh BÏnh ?ãnh', t·ªânh B√¨nh ƒê·ªãnh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16201, '18,3EF0E5D5XPvAibaEXe/YoO1jzW8XOcMUhTBHTPar, '2000',0, 'B‡ Rãa - V?ng T‡u', 'HTCL2018.1', 'HTTT', 'CLC',13, 'D480104',1, 'Tânh B‡ Rãa - V?ng T‡u',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16202, '18,F2D288EDXPvAibaEXe/YoO1jzW8XOXk1QgbE4WaV, '2000',0, '?ìng Nai', 'CNTT2018', 'KTTT', 'CQUI',13, 'D480201',1, 'Tânh ?ìng Nai',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16203, '18,74F76A11XPvAibaEXe/YoO1jzW8XORrQedSQBMYm, '2000',1, 'An Giang', 'MTCL2018.3', 'KTMT', 'CLC',13, 'D520214',4, 'X„ Ki?n Th‡nh', Huy·ªán Ch·ª£ M·ªõi, T·ªânh An Giang.', Huy·ªán Ch·ª£ M·ªõi, T·ªânh An Giang.',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16204, '18,F38AE3B8XPvAibaEXe/YoO1jzW8XOXsky8tiqw/z, '2000',1, 'BÏnh ?ãnh', 'MMTT2018', 'MMT&TT', 'CQUI',13, '7480102',1, 'Tânh BÏnh ?ãnh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16205, '18,FE3771CFXPvAibaEXe/YoO1jzW8XORxwbB5fwoCX, '2000',1, 'bÏnh thu?n', 'HTCL2018.2', 'HTTT', 'CLC',13, 'D480104',1, 'X„ T‚n H‡',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16206, '18,09FB48EEXPvAibaEXe/YoO1jzW8XOZSmnZxzNG/M, '2000',1, 'Th‡nh phë Hì ChÌ Minh', 'HTCL2018.2', 'HTTT', 'CLC',13, 'D480104',1, 'Th‡nh phë Hì ChÌ Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16207, '18,9BA69998XPvAibaEXe/YoO1jzW8XOYNHhlaKxPiS, '2000',0, 'Th‡nh phë Hì ChÌ Minh', 'MMTT2018', 'MMT&TT', 'CQUI',13, '7480102',1, 'Th‡nh phë Hì ChÌ Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16208, '18,842E93CCXPvAibaEXe/YoO1jzW8XOaIjZiysZ6HV, '2000',0, 'An Giang', 'TMƒêT2018', 'HTTT', 'CQUI',13, 'D52480104',1, 'Tânh An Giang',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16209, '18,703A52E4XPvAibaEXe/YoO1jzW8XOahXh0kSuoXE, '2000',1, 'BÏnh Thu?n', 'ATTT2018', 'MMT&TT', 'CQUI',13, 'D480299',1, 'X„ V? HÚa',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16210, '18,8C832399XPvAibaEXe/YoO1jzW8XOWbxl1O0KU2d, '2000',0, 'SÛc TrÉng', 'MMTT2018', 'MMT&TT', 'CQUI',13, '7480102',1, 'Tânh SÛc TrÉng',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16212, '18,4391B09FXPvAibaEXe/YoO1jzW8XOXb2A9c4dJfv, '2000',0, 'H‡ T?nh', 'CNCL2018.2', 'KTTT', 'CLC',13, '7480201_CLCN',1, 'Ph??ng Ph˙ L?i',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16213, '18,FAD2914CXPvAibaEXe/YoO1jzW8XOdBG5OGvyddA, '2000',0, 'Ninh BÏnh', 'ATCL2018.2', 'MMT&TT', 'CLC',13, 'D480299',1, 'Tânh Ninh BÏnh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16214, '18,EF64D645XPvAibaEXe/YoO1jzW8XOf4dcPBZGcQF, '2000',1, 'Th‡nh phë Hì ChÌ Minh', 'HTCL2018.2', 'HTTT', 'CLC',13, 'D480104',1, 'Ph??ng 1',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16216, '18,3F79D3EBXPvAibaEXe/YoO1jzW8XOXORXWQRYJnj, '2000',1, 'Th‡nh phë Hì ChÌ Minh', 'MMCL2018.2', 'MMT&TT', 'CLC',13, '7480102',4, 'Th‡nh phë Hì ChÌ Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16217, '18,39712C94XPvAibaEXe/YoO1jzW8XOfdC+ZYFuW+1, '2000',0, 'C‡ Mau', 'MMCL2018.2', 'MMT&TT', 'CLC',13, '7480102',5, 'Tânh C‡ Mau', x√£ T√¢n B·∫±ng, huy·ªán Th·ªõi B√¨nh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16218, '18,EFBA9289XPvAibaEXe/YoO1jzW8XOXl2ScR+j5Go, '2000',0, 'Ti?n Giang', 'MMCL2018.2', 'MMT&TT', 'CLC',13, '7480102',1, 'Tânh Ti?n Giang',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16219, '18,E121E953XPvAibaEXe/YoO1jzW8XOVH5HFDBPvDc, '2000',0, 'BÏnh ?ãnh', 'CNCL2018.2', 'KTTT', 'CLC',13, '7480201_CLCN',1, 'Tânh BÏnh ?ãnh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16220, '18,6D18CB4FXPvAibaEXe/YoO1jzW8XOeAYdsSlQ0dF, '2000',1, 'Ph˙ YÍn', 'PMCL2018.2', 'CNPM', 'CLC',13, 'D480103',1, 'Tânh Ph˙ YÍn', t·ªânh Ph√∫ Y√™n');,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16221, '18,56273682XPvAibaEXe/YoO1jzW8XOeIjNmoDeuTf, '2000',1, 'Qu?ng Nam', 'KHDL2018', 'KTTT', 'CQUI',13, '7480201_KHDL',1, 'Huyán Ph˙ Ninh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16223, '18,46FEA3DAXPvAibaEXe/YoO1jzW8XOYT5f7dEniYW, '2000',1, 'Th‡nh phë Hì ChÌ Minh', 'MMCL2018.2', 'MMT&TT', 'CLC',13, '7480102',5, 'Th‡nh phë Hì ChÌ Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16224, '18,44291DF0XPvAibaEXe/YoO1jzW8XOYUFRfEljoB6, '2000',1, 'Th‡nh phë Hì ChÌ Minh', 'CNTT2018', 'KTTT', 'CQUI',13, 'D480201',1, 'Th‡nh phë Hì ChÌ Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16225, '18,AB17CE26XPvAibaEXe/YoO1jzW8XOcWFuh6CFH4j, '2000',1, 'B?c LiÍu', 'TMƒêT2018', 'HTTT', 'CQUI',13, 'D52480104',1, 'Thã x„ Gi· Rai',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16226, '18,FF38129FXPvAibaEXe/YoO1jzW8XOeHCEJWwHl31, '2000',1, 'Th‡nh phë Hì ChÌ Minh', 'KHCL2018.2', 'KHMT', 'CLC',13, 'D480101',5, 'Th‡nh phë Hì ChÌ Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16227, '18,A6EB5F4FXPvAibaEXe/YoO1jzW8XOR/lUbg52Ko8, '2000',1, 'BÏnh ?ãnh', 'KHDL2018', 'KTTT', 'CQUI',13, '7480201_KHDL',1, 'Tânh BÏnh ?ãnh', T·ªânh B√¨nh ƒê·ªãnh.',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16228, '18,195115CBXPvAibaEXe/YoO1jzW8XOcrXFIJo1VtT, '2000',1, 'B‡ Rãa - V?ng T‡u', 'ATCL2018.2', 'MMT&TT', 'CLC',13, 'D480299',1, 'Tânh L‚m ?ìng',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16229, '18,7B650C0AXPvAibaEXe/YoO1jzW8XOZZcOKCEZ6fg, '2000',1, 'BÏnh Ph?õc', 'MMTT2018', 'MMT&TT', 'CQUI',13, '7480102',1, 'Tânh BÏnh Ph?õc',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16230, '18,91DB615FXPvAibaEXe/YoO1jzW8XOTuWRyPUMQZf, '2000',1, 'Th‡nh phë Hì ChÌ Minh', 'ATTT2018', 'MMT&TT', 'CQUI',13, 'D480299',1, 'Tânh Long An',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16231, '18,36E08464XPvAibaEXe/YoO1jzW8XOeyPdys8t2Fv, '2000',1, 'BÏnh Ph?õc', 'ATTT2018', 'MMT&TT', 'CQUI',13, 'D480299',1, 'Tânh BÏnh Ph?õc',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16232, '18,2591F5A1XPvAibaEXe/YoO1jzW8XOYoXkjNPR2wa, '2000',1, 'Th‡nh phë Hì ChÌ Minh', 'KTPM2018', 'CNPM', 'CQUI',13, 'D480103',1, 'Thã x„ D? An', khu ph·ªë Long S∆°n, huy·ªán Long ƒêi·ªÅn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16233, '18,BA6C7CAAXPvAibaEXe/YoO1jzW8XOT2SzD2s9PU9, '2000',1, 'BÏnh Ph?õc', 'KHDL2018', 'KTTT', 'CQUI',13, '7480201_KHDL',1, 'Thã x„ BÏnh Long',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16234, '18,65AA1010XPvAibaEXe/YoO1jzW8XOcngLEMzqaJW, '2000',1, 'Th‡nh phë Hì ChÌ Minh', 'KHCL2018.2', 'KHMT', 'CLC',13, 'D480101',5, 'Th‡nh phë Hì ChÌ Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16235, '18,4061D44DXPvAibaEXe/YoO1jzW8XOf8T8FP3WLeA, '2000',1, 'BÏnh ?ãnh', 'HTTT2018', 'HTTT', 'CQUI',13, 'D480104',1, 'Tânh Gia Lai',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16237, '18,7DBC8B67XPvAibaEXe/YoO1jzW8XOcl5c6IpExa/, '2000',1, 'Gia Lai', 'CNCL2018.2', 'KTTT', 'CLC',13, '7480201_CLCN',1, 'Tânh Gia Lai',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16238, '18,C298A420XPvAibaEXe/YoO1jzW8XOaikZPA9KLs5, '2000',1, 'Ph˙ YÍn', 'KHCL2018.2', 'KHMT', 'CLC',13, 'D480101',1, 'Th‡nh phë Tuy HÚa',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16239, '18,C10139EEXPvAibaEXe/YoO1jzW8XOX/QiJ5ygsal, '2000',1, 'Th‡nh phë Hì ChÌ Minh', 'HTCL2018.2', 'HTTT', 'CLC',13, 'D480104',2, 'Th‡nh phë Hì ChÌ Minh',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16240, '18,C2F8B923XPvAibaEXe/YoO1jzW8XOVRO1W24Y3Cx, '2000',1, '??k L?k', 'MTCL2018.3', 'KTMT', 'CLC',13, 'D520214',1, 'Tânh ??k L?k',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16241, '18,46C62C4AXPvAibaEXe/YoO1jzW8XOd0pkiT2QRui, '2000',1, 'Th?a ThiÍn Hu?', 'KHMT2018', 'KHMT', 'CQUI',13, 'D480101',1, 'Tânh ??k L?k',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16242, '18,EEF18D80XPvAibaEXe/YoO1jzW8XObcdWdD1Vys4, '1999',1, 'BÏnh Ph?õc', 'MMCL2018.2', 'MMT&TT', 'CLC',13, '7480102',4, 'Tânh BÏnh Ph?õc',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16243, '18,927E1D5BXPvAibaEXe/YoO1jzW8XOTFZYMDKFedW, '2000',1, 'Qu?ng Trã', 'KHCL2018.3', 'KHMT', 'CLC',13, 'D480101',1, 'Tânh Qu?ng Trã',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
